"","customerID","gender","SeniorCitizen","Partner","Dependents","tenure","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","PaymentMethod","MonthlyCharges","TotalCharges","Churn","prob","churn_prob"
"11","9763-GRSKD","Male",0,"Yes","Yes",13,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Mailed check",49.95,587.45,"No",0.552975217161113,0.552975217161113
"12","7469-LKBCI","Male",0,"No","No",16,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",18.95,326.8,"No",0.963076607322723,0.963076607322723
"13","8091-TTVAX","Male",0,"Yes","No",58,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","One year","No","Credit card (automatic)",100.35,5681.1,"No",0.480445589424482,0.480445589424482
"14","0280-XJGEX","Male",0,"No","No",49,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",103.7,5036.3,"Yes",0.290324390337398,0.290324390337398
"15","5129-JLPIS","Male",0,"No","No",25,"Yes","No","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",105.5,2686.05,"No",0.374559830896998,0.374559830896998
"16","3655-SNQYZ","Female",0,"Yes","Yes",69,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",113.25,7895.15,"No",0.900817130808462,0.900817130808462
"17","8191-XWSZG","Female",0,"No","No",52,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",20.65,1022.95,"No",0.893422596398853,0.893422596398853
"18","9959-WOFKT","Male",0,"No","Yes",71,"Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes","Two year","No","Bank transfer (automatic)",106.7,7382.25,"No",0.861699023256326,0.861699023256326
"19","4190-MFLUW","Female",0,"Yes","Yes",10,"Yes","No","DSL","No","No","Yes","Yes","No","No","Month-to-month","No","Credit card (automatic)",55.2,528.35,"Yes",0.479622349353,0.479622349353
"20","4183-MYFRB","Female",0,"No","No",21,"Yes","No","Fiber optic","No","Yes","Yes","No","No","Yes","Month-to-month","Yes","Electronic check",90.05,1862.9,"No",0.238372138016646,0.238372138016646
"21","8779-QRDMV","Male",1,"No","No",1,"No","No phone service","DSL","No","No","Yes","No","No","Yes","Month-to-month","Yes","Electronic check",39.65,39.65,"Yes",0.226681289911713,0.226681289911713
"22","1680-VDCWW","Male",0,"Yes","No",12,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Bank transfer (automatic)",19.8,202.25,"No",0.82969984512514,0.82969984512514
"23","1066-JKSGK","Male",0,"No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.15,20.15,"Yes",0.575076116454379,0.575076116454379
"24","3638-WEABW","Female",0,"Yes","No",58,"Yes","Yes","DSL","No","Yes","No","Yes","No","No","Two year","Yes","Credit card (automatic)",59.9,3505.1,"No",0.955462354314564,0.955462354314564
"25","6322-HRPFA","Male",0,"Yes","Yes",49,"Yes","No","DSL","Yes","Yes","No","Yes","No","No","Month-to-month","No","Credit card (automatic)",59.6,2970.3,"No",0.818726002512217,0.818726002512217
"26","6865-JZNKO","Female",0,"No","No",30,"Yes","No","DSL","Yes","Yes","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",55.3,1530.6,"No",0.664206020061091,0.664206020061091
"27","6467-CHFZW","Male",0,"Yes","Yes",47,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",99.35,4749.15,"Yes",0.32036161912423,0.32036161912423
"28","8665-UTDHZ","Male",0,"Yes","Yes",1,"No","No phone service","DSL","No","Yes","No","No","No","No","Month-to-month","No","Electronic check",30.2,30.2,"Yes",0.271969202489469,0.271969202489469
"29","5248-YGIJN","Male",0,"Yes","No",72,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",90.25,6369.45,"No",0.959836074068734,0.959836074068734
"30","8773-HHUOZ","Female",0,"No","Yes",17,"Yes","No","DSL","No","No","No","No","Yes","Yes","Month-to-month","Yes","Mailed check",64.7,1093.1,"Yes",0.413731211412986,0.413731211412986
"31","3841-NFECX","Female",1,"Yes","No",71,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","No","No","Two year","Yes","Credit card (automatic)",96.35,6766.95,"No",0.934022024342898,0.934022024342898
"32","4929-XIHVW","Male",1,"Yes","No",2,"Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",95.5,181.65,"No",0.0473371296483971,0.0473371296483971
"33","6827-IEAUQ","Female",0,"Yes","Yes",27,"Yes","No","DSL","Yes","Yes","Yes","Yes","No","No","One year","No","Mailed check",66.15,1874.45,"No",0.855446383144302,0.855446383144302
"34","7310-EGVHZ","Male",0,"No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Bank transfer (automatic)",20.2,20.2,"No",0.575057408735705,0.575057408735705
"35","3413-BMNZE","Male",1,"No","No",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",45.25,45.25,"No",0.205746012993063,0.205746012993063
"36","6234-RAAPL","Female",0,"Yes","Yes",72,"Yes","Yes","Fiber optic","Yes","Yes","No","Yes","Yes","No","Two year","No","Bank transfer (automatic)",99.9,7251.7,"No",0.931576382634679,0.931576382634679
"37","6047-YHPVI","Male",0,"No","No",5,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.7,316.9,"Yes",0.156289338477876,0.156289338477876
"38","6572-ADKRS","Female",0,"No","No",46,"Yes","No","Fiber optic","No","No","Yes","No","No","No","Month-to-month","Yes","Credit card (automatic)",74.8,3548.3,"No",0.443731406166399,0.443731406166399
"39","5380-WJKOV","Male",0,"No","No",34,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",106.35,3549.25,"Yes",0.216358887599693,0.216358887599693
"40","8168-UQWWF","Female",0,"No","No",11,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",97.85,1105.4,"Yes",0.132368997735019,0.132368997735019
"41","8865-TNMNX","Male",0,"Yes","Yes",10,"Yes","No","DSL","No","Yes","No","No","No","No","One year","No","Mailed check",49.55,475.7,"No",0.590311484576248,0.590311484576248
"42","9489-DEDVP","Female",0,"Yes","Yes",70,"Yes","Yes","DSL","Yes","Yes","No","No","Yes","No","Two year","Yes","Credit card (automatic)",69.2,4872.35,"No",0.960514978581114,0.960514978581114
"43","9867-JCZSP","Female",0,"Yes","Yes",17,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",20.75,418.25,"No",0.890109692443225,0.890109692443225
"44","4671-VJLCL","Female",0,"No","No",63,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","No","Two year","Yes","Credit card (automatic)",79.85,4861.45,"No",0.963631714195613,0.963631714195613
"45","4080-IIARD","Female",0,"Yes","No",13,"Yes","Yes","DSL","Yes","Yes","No","Yes","Yes","No","Month-to-month","Yes","Electronic check",76.2,981.45,"No",0.571562445671314,0.571562445671314
"46","3714-NTNFO","Female",0,"No","No",49,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",84.5,3906.7,"No",0.362651953967447,0.362651953967447
"47","5948-UJZLF","Male",0,"No","No",2,"Yes","No","DSL","No","Yes","No","No","No","No","Month-to-month","No","Mailed check",49.25,97,"No",0.253930295194071,0.253930295194071
"48","7760-OYPDY","Female",0,"No","No",2,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",80.65,144.15,"Yes",0.0729515139082074,0.0729515139082074
"49","7639-LIAYI","Male",0,"No","No",52,"Yes","Yes","DSL","Yes","No","No","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",79.75,4217.8,"No",0.959514889689169,0.959514889689169
"50","2954-PIBKO","Female",0,"Yes","Yes",69,"Yes","Yes","DSL","Yes","No","Yes","Yes","No","No","Two year","Yes","Credit card (automatic)",64.15,4254.1,"No",0.971196877416748,0.971196877416748
"51","8012-SOUDQ","Female",1,"No","No",43,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month","Yes","Electronic check",90.25,3838.75,"No",0.347088079435048,0.347088079435048
"52","9420-LOJKX","Female",0,"No","No",15,"Yes","No","Fiber optic","Yes","Yes","No","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",99.1,1426.4,"Yes",0.240505254620175,0.240505254620175
"53","6575-SUVOI","Female",1,"Yes","No",25,"Yes","Yes","DSL","Yes","No","No","Yes","Yes","No","Month-to-month","Yes","Credit card (automatic)",69.5,1752.65,"No",0.694386628421321,0.694386628421321
"54","7495-OOKFY","Female",1,"Yes","No",8,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",80.65,633.3,"Yes",0.175477081563617,0.175477081563617
"55","4667-QONEA","Female",1,"Yes","Yes",60,"Yes","No","DSL","Yes","Yes","Yes","Yes","No","Yes","One year","Yes","Credit card (automatic)",74.85,4456.35,"No",0.885371841047785,0.885371841047785
"56","1658-BYGOY","Male",1,"No","No",18,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",95.45,1752.55,"Yes",0.189267156373937,0.189267156373937
"57","8769-KKTPH","Female",0,"Yes","Yes",63,"Yes","Yes","Fiber optic","Yes","No","No","No","Yes","Yes","One year","Yes","Credit card (automatic)",99.65,6311.2,"No",0.655070541044844,0.655070541044844
"58","5067-XJQFU","Male",1,"Yes","Yes",66,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","One year","Yes","Electronic check",108.45,7076.35,"No",0.583692782358277,0.583692782358277
"59","3957-SQXML","Female",0,"Yes","Yes",34,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",24.95,894.3,"No",0.973972540422272,0.973972540422272
"60","5954-BDFSG","Female",0,"No","No",72,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",107.5,7853.7,"No",0.854178897078222,0.854178897078222
"61","0434-CSFON","Female",0,"Yes","No",47,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",100.5,4707.1,"No",0.288228293590671,0.288228293590671
"62","1215-FIGMP","Male",0,"No","No",60,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",89.9,5450.7,"No",0.418883129222183,0.418883129222183
"63","0526-SXDJP","Male",0,"Yes","No",72,"No","No phone service","DSL","Yes","Yes","Yes","No","No","No","Two year","No","Bank transfer (automatic)",42.1,2962,"No",0.966245529602163,0.966245529602163
"64","0557-ASKVU","Female",0,"Yes","Yes",18,"Yes","No","DSL","No","No","Yes","Yes","No","No","One year","Yes","Credit card (automatic)",54.4,957.1,"No",0.726757840255948,0.726757840255948
"65","5698-BQJOH","Female",0,"No","No",9,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","No","Electronic check",94.4,857.25,"Yes",0.126118781133981,0.126118781133981
"66","5122-CYFXA","Female",0,"No","No",3,"Yes","No","DSL","No","Yes","No","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",75.3,244.1,"No",0.259104196748566,0.259104196748566
"67","8627-ZYGSZ","Male",0,"Yes","No",47,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No","One year","Yes","Electronic check",78.9,3650.35,"No",0.596181067158683,0.596181067158683
"68","3410-YOQBQ","Female",0,"No","No",31,"Yes","No","DSL","No","Yes","Yes","Yes","Yes","Yes","Two year","No","Mailed check",79.2,2497.2,"No",0.910222885127697,0.910222885127697
"69","3170-NMYVV","Female",0,"Yes","Yes",50,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",20.15,930.9,"No",0.967856513395486,0.967856513395486
"70","7410-OIEDU","Male",0,"No","No",10,"Yes","No","Fiber optic","Yes","No","Yes","No","No","No","Month-to-month","Yes","Mailed check",79.85,887.35,"No",0.329094675171789,0.329094675171789
"71","2273-QCKXA","Male",0,"No","No",1,"Yes","No","DSL","No","No","No","Yes","No","No","Month-to-month","No","Mailed check",49.05,49.05,"No",0.266668437892218,0.266668437892218
"72","0731-EBJQB","Female",0,"Yes","Yes",52,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Electronic check",20.4,1090.65,"No",0.902926175244467,0.902926175244467
"73","1891-QRQSA","Male",1,"Yes","Yes",64,"Yes","Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",111.6,7099,"No",0.888501004070761,0.888501004070761
"74","8028-PNXHQ","Male",0,"Yes","Yes",62,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Bank transfer (automatic)",24.25,1424.6,"No",0.97417096216128,0.97417096216128
"75","5630-AHZIL","Female",0,"No","Yes",3,"Yes","No","DSL","Yes","No","No","Yes","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",64.5,177.4,"No",0.39729894313729,0.39729894313729
"76","2673-CXQEU","Female",1,"No","No",56,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","One year","No","Electronic check",110.5,6139.5,"No",0.571273907312239,0.571273907312239
"77","6416-JNVRK","Female",0,"No","No",46,"Yes","No","DSL","No","No","No","No","No","Yes","One year","No","Credit card (automatic)",55.65,2688.85,"No",0.766159093797352,0.766159093797352
"78","5590-ZSKRV","Female",0,"Yes","Yes",8,"Yes","No","DSL","Yes","Yes","No","No","No","No","Month-to-month","No","Mailed check",54.65,482.25,"No",0.551593781780635,0.551593781780635
"79","0191-ZHSKZ","Male",1,"No","No",30,"Yes","No","DSL","Yes","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",74.75,2111.3,"No",0.588155625400603,0.588155625400603
"80","3887-PBQAO","Female",0,"Yes","Yes",45,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Credit card (automatic)",25.9,1216.6,"No",0.914797651318493,0.914797651318493
"81","5919-TMRGD","Female",0,"No","Yes",1,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",79.35,79.35,"Yes",0.0599871800435476,0.0599871800435476
"82","8108-UXRQN","Female",0,"Yes","Yes",11,"No","No phone service","DSL","Yes","No","No","No","Yes","Yes","Month-to-month","No","Electronic check",50.55,565.35,"No",0.567200856666662,0.567200856666662
"83","9191-MYQKX","Female",0,"Yes","No",7,"Yes","No","Fiber optic","No","No","Yes","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",75.15,496.9,"Yes",0.168043386042103,0.168043386042103
"84","9919-YLNNG","Female",0,"No","No",42,"Yes","No","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",103.8,4327.5,"No",0.357442578062347,0.357442578062347
"85","0318-ZOPWS","Female",0,"Yes","No",49,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Bank transfer (automatic)",20.15,973.35,"No",0.970529858051731,0.970529858051731
"86","4445-ZJNMU","Male",0,"No","No",9,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",99.3,918.75,"No",0.120091159048859,0.120091159048859
"87","4808-YNLEU","Female",0,"Yes","No",35,"Yes","No","DSL","Yes","No","No","No","Yes","No","One year","Yes","Bank transfer (automatic)",62.15,2215.45,"No",0.810207928974427,0.810207928974427
"88","1862-QRWPE","Female",0,"Yes","Yes",48,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",20.65,1057,"No",0.974005852743757,0.974005852743757
"89","2796-NNUFI","Female",0,"Yes","Yes",46,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Mailed check",19.95,927.1,"No",0.970882921779574,0.970882921779574
"90","3016-KSVCP","Male",0,"Yes","No",29,"No","No phone service","DSL","No","No","No","No","Yes","No","Month-to-month","No","Mailed check",33.75,1009.25,"No",0.576136963455143,0.576136963455143
"91","4767-HZZHQ","Male",0,"Yes","Yes",30,"Yes","No","Fiber optic","No","Yes","Yes","No","No","No","Month-to-month","No","Bank transfer (automatic)",82.05,2570.2,"No",0.356433636105018,0.356433636105018
"92","2424-WVHPL","Male",1,"No","No",1,"Yes","No","Fiber optic","No","No","No","Yes","No","No","Month-to-month","No","Electronic check",74.7,74.7,"No",0.103332874171702,0.103332874171702
"93","7233-PAHHL","Male",0,"Yes","Yes",66,"Yes","Yes","DSL","Yes","No","Yes","Yes","Yes","Yes","Two year","Yes","Mailed check",84,5714.25,"No",0.963603657742849,0.963603657742849
"94","6067-NGCEU","Female",0,"No","No",65,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",111.05,7107,"No",0.421826116225375,0.421826116225375
"95","9848-JQJTX","Male",0,"No","No",72,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Two year","Yes","Bank transfer (automatic)",100.9,7459.05,"No",0.834876756244735,0.834876756244735
"96","8637-XJIVR","Female",0,"No","No",12,"Yes","Yes","Fiber optic","Yes","No","No","No","No","No","Month-to-month","Yes","Electronic check",78.95,927.35,"Yes",0.321000210858512,0.321000210858512
"97","9803-FTJCG","Male",0,"Yes","Yes",71,"Yes","Yes","DSL","Yes","Yes","No","Yes","No","No","One year","Yes","Credit card (automatic)",66.85,4748.7,"No",0.909406470961226,0.909406470961226
"98","0278-YXOOG","Male",0,"No","No",5,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",21.05,113.85,"Yes",0.706746144649101,0.706746144649101
"99","3212-KXOCR","Male",0,"No","No",52,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",21,1107.2,"No",0.972943991011885,0.972943991011885
"100","4598-XLKNJ","Female",1,"Yes","No",25,"Yes","No","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",98.5,2514.5,"Yes",0.228340401307668,0.228340401307668
"101","6380-ARCEH","Male",0,"No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.2,20.2,"No",0.575057408735705,0.575057408735705
"102","3679-XASPY","Female",0,"Yes","Yes",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Electronic check",19.45,19.45,"No",0.575228839964325,0.575228839964325
"103","7123-WQUHX","Male",0,"No","No",38,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","No","One year","No","Bank transfer (automatic)",95,3605.6,"No",0.553467249372545,0.553467249372545
"104","5386-THSLQ","Female",1,"Yes","No",66,"No","No phone service","DSL","No","Yes","Yes","No","Yes","No","One year","No","Bank transfer (automatic)",45.55,3027.25,"No",0.809703930014696,0.809703930014696
"105","3192-NQECA","Male",0,"Yes","No",68,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",110,7611.85,"Yes",0.849748060509783,0.849748060509783
"106","6180-YBIQI","Male",0,"No","No",5,"No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",24.3,100.2,"No",0.345261393351841,0.345261393351841
"107","6728-DKUCO","Female",0,"Yes","Yes",72,"Yes","Yes","Fiber optic","Yes","Yes","No","No","Yes","Yes","One year","Yes","Electronic check",104.15,7303.05,"No",0.654458496179693,0.654458496179693
"108","9750-BOOHV","Female",0,"No","No",32,"No","No phone service","DSL","Yes","No","No","No","No","No","One year","No","Mailed check",30.15,927.65,"No",0.815407316558665,0.815407316558665
"109","8597-CWYHH","Male",0,"No","No",43,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","One year","No","Mailed check",94.35,3921.3,"No",0.458141675421681,0.458141675421681
"110","2848-YXSMW","Male",0,"Yes","Yes",72,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",19.4,1363.25,"No",0.97160839670861,0.97160839670861
"111","0486-HECZI","Male",0,"Yes","No",55,"Yes","Yes","Fiber optic","Yes","Yes","No","No","Yes","No","Month-to-month","Yes","Electronic check",96.75,5238.9,"Yes",0.487460226727024,0.487460226727024
"112","4549-ZDQYY","Female",0,"No","No",52,"Yes","No","DSL","Yes","No","Yes","Yes","No","No","One year","No","Credit card (automatic)",57.95,3042.25,"No",0.897231667991284,0.897231667991284
"113","5712-AHQNN","Female",0,"No","No",43,"Yes","No","Fiber optic","No","Yes","Yes","No","Yes","No","Month-to-month","Yes","Electronic check",91.65,3954.1,"No",0.345068543563188,0.345068543563188
"114","4846-WHAFZ","Female",1,"Yes","No",37,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",76.5,2868.15,"Yes",0.390364951614767,0.390364951614767
"115","5256-SKJGO","Female",0,"Yes","Yes",64,"No","No phone service","DSL","No","Yes","No","Yes","Yes","Yes","Two year","Yes","Electronic check",54.6,3423.5,"No",0.957762685628775,0.957762685628775
"116","3071-VBYPO","Male",0,"Yes","Yes",3,"Yes","No","Fiber optic","Yes","Yes","No","No","Yes","No","Month-to-month","No","Electronic check",89.85,248.4,"No",0.1248538171092,0.1248538171092
"117","9560-BBZXK","Female",0,"No","No",36,"No","No phone service","DSL","Yes","No","No","No","No","No","Two year","No","Bank transfer (automatic)",31.05,1126.35,"No",0.950738586615145,0.950738586615145
"118","5299-RULOA","Female",0,"Yes","Yes",10,"Yes","Yes","Fiber optic","Yes","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",100.25,1064.65,"Yes",0.196849703206196,0.196849703206196
"119","8402-OOOHJ","Female",0,"No","No",41,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",20.65,835.15,"No",0.96976399232127,0.96976399232127
"120","9445-ZUEQE","Male",0,"Yes","Yes",27,"Yes","Yes","Fiber optic","No","Yes","No","Yes","No","No","Month-to-month","Yes","Credit card (automatic)",85.2,2151.6,"No",0.37614936915935,0.37614936915935
"121","1091-SOZGA","Female",0,"Yes","Yes",56,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","One year","Yes","Credit card (automatic)",99.8,5515.45,"No",0.48289515578317,0.48289515578317
"122","2928-HLDBA","Female",0,"No","No",6,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.7,112.75,"No",0.682991051060145,0.682991051060145
"123","0404-SWRVG","Male",0,"No","No",3,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",74.4,229.55,"Yes",0.12223485347087,0.12223485347087
"124","6497-TILVL","Female",0,"Yes","Yes",7,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","No","Mailed check",50.7,350.35,"No",0.498694716838351,0.498694716838351
"125","7219-TLZHO","Female",0,"Yes","Yes",4,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.85,62.9,"No",0.619355342641882,0.619355342641882
"126","4622-YNKIJ","Male",0,"No","No",33,"Yes","No","Fiber optic","Yes","No","No","Yes","Yes","No","Two year","Yes","Electronic check",88.95,3027.65,"No",0.904952238978963,0.904952238978963
"127","4412-YLTKF","Female",1,"No","No",27,"Yes","Yes","Fiber optic","No","No","Yes","No","No","No","Month-to-month","Yes","Electronic check",78.05,2135.5,"Yes",0.331914875746154,0.331914875746154
"128","6734-PSBAW","Male",0,"Yes","No",72,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Bank transfer (automatic)",23.55,1723.95,"No",0.977291771834344,0.977291771834344
"129","3930-ZGWVE","Male",0,"No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",19.75,19.75,"No",0.575188643072065,0.575188643072065
"130","2639-UGMAZ","Male",1,"No","No",71,"No","No phone service","DSL","Yes","Yes","No","No","Yes","Yes","One year","Yes","Electronic check",56.45,3985.35,"No",0.878952537410203,0.878952537410203
"131","2876-GZYZC","Female",0,"No","No",13,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",85.95,1215.65,"No",0.212962565768332,0.212962565768332
"132","6207-WIOLX","Female",0,"Yes","Yes",25,"No","No phone service","DSL","Yes","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",58.6,1502.65,"Yes",0.667638705223091,0.667638705223091
